20 PA3-H-Output.txt
	2.23	-14.5	7.27		2.68	-12.09	7.02	2.467
	-4.47	-8.43	-38.52		-3.05	-8.07	-39.75	1.922
	-36.11	-2.65	-42.7		-35.75	-2.76	-42.29	0.556
	-12.56	-0.54	-43.45		-6.1	-0.32	-37.25	8.955
	-37.99	-21.26	-13.03		-36.8	-20.69	-13.71	1.483
	17.23	-13.34	5.77		10.34	-19.25	4.16	9.216
	-4.81	7.68	-9.14		-5.2	8.87	-9.04	1.26
	-2.56	-9.47	42.66		-1.26	-6.07	42.8	3.646
	19.26	-10.74	14.07		18.7	-7.6	13.42	3.255
	28.99	18.66	0.19		31.04	20.04	0.17	2.468
	12.29	15.23	61.82		12.32	15.23	63.09	1.274
	11.42	19.05	29.5		11.44	22.57	30.16	3.584
	-30.73	-28.13	-14.8		-30.18	-27.55	-15.23	0.909
	23.2	8.21	40.28		24.06	8.24	40.41	0.874
	-32.4	-11.01	-6.84		-32.28	-11.06	-7.09	0.285
	-20.73	-13.17	-3.95		-20.57	-12.76	-4.71	0.877
	-2.13	-17.27	-34.78		-1.03	-13.06	-30.21	6.31
	-33.52	8.38	-31.11		-33.2	7.86	-30.87	0.653
	16.76	-9.15	42.9		15.51	-5.45	42.67	3.912
	-41.64	-15.61	-34.73		-39.92	-15.47	-34.58	1.737
